Municipio,MUNIC_RES,ANO_CMPT,pop_ac60,n_densito,tx_densito10k,data
OURO VERDE DO OESTE,411745,2014,838,0,0,01/01/2014
PAICANDU,411750,2014,4490,0,0,01/01/2014
PALMAS,411760,2014,3939,13,33.003300330033,01/01/2014
PALMEIRA,411770,2014,3938,0,0,01/01/2014
PALMITAL,411780,2014,1893,3,15.8478605388273,01/01/2014
PALOTINA,411790,2014,4284,0,0,01/01/2014
PARAISO DO NORTE,411800,2014,1630,2,12.2699386503067,01/01/2014
PARANACITY,411810,2014,1284,0,0,01/01/2014
PARANAGUA,411820,2014,14841,16,10.7809446802776,01/01/2014
PARANAPOEMA,411830,2014,316,0,0,01/01/2014
PARANAVAI,411840,2014,12760,5,3.91849529780564,01/01/2014
PATO BRAGADO,411845,2014,783,0,0,01/01/2014
PATO BRANCO,411850,2014,9254,170,183.70434406743,01/01/2014
PAULA FREITAS,411860,2014,802,12,149.625935162095,01/01/2014
PAULO FRONTIN,411870,2014,1038,22,211.946050096339,01/01/2014
PEABIRU,411880,2014,1976,71,359.311740890688,01/01/2014
PEROBAL,411885,2014,893,3,33.5946248600224,01/01/2014
PEROLA,411890,2014,1870,4,21.3903743315508,01/01/2014
PEROLA D'OESTE,411900,2014,1158,0,0,01/01/2014
PIEN,411910,2014,1216,1,8.22368421052632,01/01/2014
PINHAIS,411915,2014,12218,0,0,01/01/2014
PINHALAO,411920,2014,959,1,10.4275286757039,01/01/2014
PINHAL DE SAO BENTO,411925,2014,357,0,0,01/01/2014
PINHAO,411930,2014,3088,11,35.6217616580311,01/01/2014
PIRAI DO SUL,411940,2014,3140,0,0,01/01/2014
PIRAQUARA,411950,2014,7723,0,0,01/01/2014
PITANGA,411960,2014,4081,49,120.068610634648,01/01/2014
PITANGUEIRAS,411965,2014,392,0,0,01/01/2014
PLANALTINA DO PARANA,411970,2014,645,1,15.5038759689922,01/01/2014
PLANALTO,411980,2014,2403,1,4.16146483562214,01/01/2014
PONTA GROSSA,411990,2014,38396,0,0,01/01/2014
PONTAL DO PARANA,411995,2014,3708,0,0,01/01/2014
PORECATU,412000,2014,2257,4,17.7226406734603,01/01/2014
PORTO AMAZONAS,412010,2014,584,0,0,01/01/2014
PORTO BARREIRO,412015,2014,464,0,0,01/01/2014
PORTO RICO,412020,2014,333,0,0,01/01/2014
PORTO VITORIA,412030,2014,590,11,186.440677966102,01/01/2014
PRADO FERREIRA,412033,2014,529,0,0,01/01/2014
PRANCHITA,412035,2014,946,0,0,01/01/2014
PRESIDENTE CASTELO BRANCO,412040,2014,622,0,0,01/01/2014
PRIMEIRO DE MAIO,412050,2014,1997,3,15.0225338007011,01/01/2014
PRUDENTOPOLIS,412060,2014,6645,50,75.2445447705041,01/01/2014
QUARTO CENTENARIO,412065,2014,690,19,275.36231884058,01/01/2014
QUATIGUA,412070,2014,1200,3,25,01/01/2014
QUATRO BARRAS,412080,2014,2072,0,0,01/01/2014
QUATRO PONTES,412085,2014,696,0,0,01/01/2014
QUEDAS DO IGUACU,412090,2014,3837,0,0,01/01/2014
QUERENCIA DO NORTE,412100,2014,1580,0,0,01/01/2014
QUINTA DO SOL,412110,2014,787,19,241.423125794155,01/01/2014
QUITANDINHA,412120,2014,2366,0,0,01/01/2014
RAMILANDIA,412125,2014,547,0,0,01/01/2014
RANCHO ALEGRE,412130,2014,771,0,0,01/01/2014
RANCHO ALEGRE D'OESTE,412135,2014,425,14,329.411764705882,01/01/2014
REALEZA,412140,2014,2575,1,3.88349514563107,01/01/2014
REBOUCAS,412150,2014,1911,0,0,01/01/2014
RENASCENCA,412160,2014,915,1,10.9289617486339,01/01/2014
RESERVA,412170,2014,2960,0,0,01/01/2014
RESERVA DO IGUACU,412175,2014,670,3,44.7761194029851,01/01/2014
RIBEIRAO CLARO,412180,2014,1772,3,16.9300225733634,01/01/2014
RIBEIRAO DO PINHAL,412190,2014,2273,0,0,01/01/2014
RIO AZUL,412200,2014,1746,0,0,01/01/2014
RIO BOM,412210,2014,650,0,0,01/01/2014
RIO BONITO DO IGUACU,412215,2014,1580,0,0,01/01/2014
RIO BRANCO DO IVAI,412217,2014,495,0,0,01/01/2014
RIO BRANCO DO SUL,412220,2014,2841,0,0,01/01/2014
RIO NEGRO,412230,2014,4027,0,0,01/01/2014
ROLANDIA,412240,2014,8418,4,4.75172249940604,01/01/2014
RONCADOR,412250,2014,1628,21,128.992628992629,01/01/2014
RONDON,412260,2014,1266,85,671.406003159558,01/01/2014
ROSARIO DO IVAI,412265,2014,909,0,0,01/01/2014
SABAUDIA,412270,2014,951,0,0,01/01/2014
SALGADO FILHO,412280,2014,670,1,14.9253731343284,01/01/2014
