Municipio,MUNIC_RES,ANO_CMPT,pop_ac60,n_densito,tx_densito10k,data
ITAPERUCU,411125,2019,2437,7,28.7238407878539,01/01/2019
ITAUNA DO SUL,411130,2019,547,0,0,01/01/2019
IVAI,411140,2019,1767,0,0,01/01/2019
IVAIPORA,411150,2019,6145,4,6.5093572009764,01/01/2019
IVATE,411155,2019,1236,10,80.9061488673139,01/01/2019
IVATUBA,411160,2019,561,0,0,01/01/2019
JABOTI,411170,2019,941,2,21.2539851222104,01/01/2019
JACAREZINHO,411180,2019,6332,58,91.5982312065698,01/01/2019
JAGUAPITA,411190,2019,2215,7,31.6027088036117,01/01/2019
JAGUARIAIVA,411200,2019,4051,4,9.87410515921995,01/01/2019
JANDAIA DO SUL,411210,2019,4157,0,0,01/01/2019
JANIOPOLIS,411220,2019,1199,16,133.444537114262,01/01/2019
JAPIRA,411230,2019,912,2,21.9298245614035,01/01/2019
JAPURA,411240,2019,1878,64,340.788072417465,01/01/2019
JARDIM ALEGRE,411250,2019,2404,20,83.1946755407654,01/01/2019
JARDIM OLINDA,411260,2019,210,0,0,01/01/2019
JATAIZINHO,411270,2019,1923,2,10.4004160166407,01/01/2019
JESUITAS,411275,2019,1865,1,5.36193029490617,01/01/2019
JOAQUIM TAVORA,411280,2019,1888,6,31.7796610169492,01/01/2019
JUNDIAI DO SUL,411290,2019,643,2,31.104199066874,01/01/2019
JURANDA,411295,2019,1313,29,220.868240670221,01/01/2019
JUSSARA,411300,2019,1160,62,534.48275862069,01/01/2019
KALORE,411310,2019,996,0,0,01/01/2019
LAPA,411320,2019,7040,67,95.1704545454546,01/01/2019
LARANJAL,411325,2019,665,0,0,01/01/2019
LARANJEIRAS DO SUL,411330,2019,5020,48,95.6175298804781,01/01/2019
LEOPOLIS,411340,2019,861,0,0,01/01/2019
LIDIANOPOLIS,411342,2019,826,0,0,01/01/2019
LINDOESTE,411345,2019,955,2,20.9424083769634,01/01/2019
LOANDA,411350,2019,3603,22,61.060227588121,01/01/2019
LOBATO,411360,2019,768,0,0,01/01/2019
LONDRINA,411370,2019,98236,682,69.4246508408323,01/01/2019
LUIZIANA,411373,2019,1063,6,56.4440263405456,01/01/2019
LUNARDELLI,411375,2019,1006,10,99.4035785288271,01/01/2019
LUPIONOPOLIS,411380,2019,911,1,10.9769484083425,01/01/2019
MALLET,411390,2019,2186,0,0,01/01/2019
MAMBORE,411400,2019,2317,22,94.9503668536901,01/01/2019
MANDAGUACU,411410,2019,3591,1,2.78473962684489,01/01/2019
MANDAGUARI,411420,2019,6525,0,0,01/01/2019
MANDIRITUBA,411430,2019,3598,19,52.8071150639244,01/01/2019
MANFRINOPOLIS,411435,2019,432,8,185.185185185185,01/01/2019
MANGUEIRINHA,411440,2019,2336,5,21.4041095890411,01/01/2019
MANOEL RIBAS,411450,2019,2091,0,0,01/01/2019
MARECHAL CANDIDO RONDON,411460,2019,8722,0,0,01/01/2019
MARIA HELENA,411470,2019,1042,6,57.5815738963532,01/01/2019
MARIALVA,411480,2019,6293,1,1.5890672175433,01/01/2019
MARILANDIA DO SUL,411490,2019,1489,0,0,01/01/2019
MARILENA,411500,2019,1324,1,7.55287009063444,01/01/2019
MARILUZ,411510,2019,1592,1,6.28140703517588,01/01/2019
MARINGA,411520,2019,70060,927,132.315158435627,01/01/2019
MARIOPOLIS,411530,2019,1160,0,0,01/01/2019
MARIPA,411535,2019,1199,0,0,01/01/2019
MARMELEIRO,411540,2019,2484,29,116.747181964573,01/01/2019
MARQUINHO,411545,2019,719,6,83.4492350486787,01/01/2019
MARUMBI,411550,2019,881,0,0,01/01/2019
MATELANDIA,411560,2019,2650,18,67.9245283018868,01/01/2019
MATINHOS,411570,2019,6507,5,7.68403258029814,01/01/2019
MATO RICO,411573,2019,578,3,51.9031141868512,01/01/2019
MAUA DA SERRA,411575,2019,1136,0,0,01/01/2019
MEDIANEIRA,411580,2019,6830,98,143.484626647145,01/01/2019
MERCEDES,411585,2019,996,0,0,01/01/2019
MIRADOR,411590,2019,351,0,0,01/01/2019
MIRASELVA,411600,2019,448,1,22.3214285714286,01/01/2019
MISSAL,411605,2019,2214,20,90.3342366757001,01/01/2019
MOREIRA SALES,411610,2019,2493,14,56.1572402727637,01/01/2019
MORRETES,411620,2019,2622,2,7.627765064836,01/01/2019
MUNHOZ DE MELO,411630,2019,805,1,12.4223602484472,01/01/2019
NOSSA SENHORA DAS GRACAS,411640,2019,682,0,0,01/01/2019
NOVA ALIANCA DO IVAI,411650,2019,199,2,100.502512562814,01/01/2019
NOVA AMERICA DA COLINA,411660,2019,577,0,0,01/01/2019
NOVA AURORA,411670,2019,2114,0,0,01/01/2019
NOVA CANTU,411680,2019,1013,35,345.508390918065,01/01/2019
NOVA ESPERANCA,411690,2019,5054,0,0,01/01/2019
NOVA ESPERANCA DO SUDOESTE,411695,2019,845,2,23.6686390532544,01/01/2019
NOVA FATIMA,411700,2019,1483,0,0,01/01/2019
NOVA LARANJEIRAS,411705,2019,1567,7,44.6713465220166,01/01/2019
NOVA LONDRINA,411710,2019,2154,6,27.8551532033426,01/01/2019
NOVA OLIMPIA,411720,2019,1100,2,18.1818181818182,01/01/2019
NOVA SANTA BARBARA,411721,2019,837,0,0,01/01/2019
NOVA SANTA ROSA,411722,2019,1598,0,0,01/01/2019
NOVA PRATA DO IGUACU,411725,2019,1789,8,44.7177193963108,01/01/2019
NOVA TEBAS,411727,2019,1141,0,0,01/01/2019
NOVO ITACOLOMI,411729,2019,596,0,0,01/01/2019
ORTIGUEIRA,411730,2019,3321,2,6.02228244504667,01/01/2019
OURIZONA,411740,2019,661,0,0,01/01/2019
OURO VERDE DO OESTE,411745,2019,985,0,0,01/01/2019
PAICANDU,411750,2019,5632,0,0,01/01/2019
PALMAS,411760,2019,4829,0,0,01/01/2019
PALMEIRA,411770,2019,4700,1,2.12765957446809,01/01/2019
PALMITAL,411780,2019,2097,7,33.381020505484,01/01/2019
PALOTINA,411790,2019,5233,1,1.91094974202178,01/01/2019
PARAISO DO NORTE,411800,2019,1935,4,20.671834625323,01/01/2019
PARANACITY,411810,2019,1515,0,0,01/01/2019
PARANAGUA,411820,2019,17951,34,18.9404490000557,01/01/2019
PARANAPOEMA,411830,2019,392,1,25.5102040816327,01/01/2019
PARANAVAI,411840,2019,15401,6,3.89585091877151,01/01/2019
PATO BRAGADO,411845,2019,921,2,21.7155266015201,01/01/2019
PATO BRANCO,411850,2019,12112,134,110.634081902246,01/01/2019
PAULA FREITAS,411860,2019,917,19,207.197382769902,01/01/2019
PAULO FRONTIN,411870,2019,1207,12,99.4200497100249,01/01/2019
PEABIRU,411880,2019,2324,52,223.752151462995,01/01/2019
PEROBAL,411885,2019,1043,4,38.3509108341323,01/01/2019
PEROLA,411890,2019,2175,5,22.9885057471264,01/01/2019
PEROLA D'OESTE,411900,2019,1363,6,44.0205429200294,01/01/2019
PIEN,411910,2019,1500,10,66.6666666666667,01/01/2019
PINHAIS,411915,2019,15679,28,17.8582817781746,01/01/2019
PINHALAO,411920,2019,1151,3,26.0642919200695,01/01/2019
PINHAL DE SAO BENTO,411925,2019,447,0,0,01/01/2019
PINHAO,411930,2019,3775,13,34.4370860927152,01/01/2019
PIRAI DO SUL,411940,2019,3625,0,0,01/01/2019
PIRAQUARA,411950,2019,10231,33,32.2549115433487,01/01/2019
PITANGA,411960,2019,4558,42,92.1456779289162,01/01/2019
PITANGUEIRAS,411965,2019,477,1,20.9643605870021,01/01/2019
PLANALTINA DO PARANA,411970,2019,732,5,68.3060109289617,01/01/2019
PLANALTO,411980,2019,2743,0,0,01/01/2019
PONTA GROSSA,411990,2019,46624,7,1.50137268359643,01/01/2019
PONTAL DO PARANA,411995,2019,5112,38,74.3348982785603,01/01/2019
PORECATU,412000,2019,2472,2,8.09061488673139,01/01/2019
PORTO AMAZONAS,412010,2019,708,0,0,01/01/2019
PORTO BARREIRO,412015,2019,557,8,143.626570915619,01/01/2019
PORTO RICO,412020,2019,397,4,100.755667506297,01/01/2019
PORTO VITORIA,412030,2019,701,19,271.041369472183,01/01/2019
PRADO FERREIRA,412033,2019,609,0,0,01/01/2019
PRANCHITA,412035,2019,1072,9,83.955223880597,01/01/2019
PRESIDENTE CASTELO BRANCO,412040,2019,742,0,0,01/01/2019
PRIMEIRO DE MAIO,412050,2019,2374,4,16.849199663016,01/01/2019
PRUDENTOPOLIS,412060,2019,7695,51,66.2768031189084,01/01/2019
QUARTO CENTENARIO,412065,2019,792,27,340.909090909091,01/01/2019
QUATIGUA,412070,2019,1469,4,27.2294077603812,01/01/2019
QUATRO BARRAS,412080,2019,2724,52,190.895741556534,01/01/2019
QUATRO PONTES,412085,2019,830,0,0,01/01/2019
QUEDAS DO IGUACU,412090,2019,4812,0,0,01/01/2019
QUERENCIA DO NORTE,412100,2019,1901,0,0,01/01/2019
QUINTA DO SOL,412110,2019,847,15,177.095631641086,01/01/2019
QUITANDINHA,412120,2019,2787,5,17.940437746681,01/01/2019
RAMILANDIA,412125,2019,640,3,46.875,01/01/2019
RANCHO ALEGRE,412130,2019,849,0,0,01/01/2019
RANCHO ALEGRE D'OESTE,412135,2019,493,19,385.395537525355,01/01/2019
REALEZA,412140,2019,3043,10,32.8623069339468,01/01/2019
REBOUCAS,412150,2019,2205,0,0,01/01/2019
RENASCENCA,412160,2019,1077,24,222.841225626741,01/01/2019
RESERVA,412170,2019,3275,0,0,01/01/2019
RESERVA DO IGUACU,412175,2019,879,7,79.6359499431172,01/01/2019
RIBEIRAO CLARO,412180,2019,1986,7,35.2467270896274,01/01/2019
RIBEIRAO DO PINHAL,412190,2019,2545,2,7.85854616895874,01/01/2019
RIO AZUL,412200,2019,2007,0,0,01/01/2019
RIO BOM,412210,2019,734,0,0,01/01/2019
RIO BONITO DO IGUACU,412215,2019,2031,8,39.3894633185623,01/01/2019
RIO BRANCO DO IVAI,412217,2019,590,0,0,01/01/2019
RIO BRANCO DO SUL,412220,2019,3250,28,86.1538461538462,01/01/2019
RIO NEGRO,412230,2019,4858,13,26.7599835323178,01/01/2019
ROLANDIA,412240,2019,10283,13,12.6422250316056,01/01/2019
RONCADOR,412250,2019,1719,14,81.4426992437464,01/01/2019
RONDON,412260,2019,1473,51,346.232179226069,01/01/2019
ROSARIO DO IVAI,412265,2019,909,0,0,01/01/2019
SABAUDIA,412270,2019,1143,0,0,01/01/2019
SALGADO FILHO,412280,2019,740,9,121.621621621622,01/01/2019
SALTO DO ITARARE,412290,2019,1048,2,19.0839694656489,01/01/2019
SALTO DO LONTRA,412300,2019,2162,0,0,01/01/2019
SANTA AMELIA,412310,2019,705,0,0,01/01/2019
SANTA CECILIA DO PAVAO,412320,2019,655,1,15.2671755725191,01/01/2019
SANTA CRUZ DE MONTE CASTELO,412330,2019,1472,1,6.79347826086957,01/01/2019
SANTA FE,412340,2019,2086,0,0,01/01/2019
SANTA HELENA,412350,2019,4682,0,0,01/01/2019
SANTA INES,412360,2019,285,0,0,01/01/2019
SANTA ISABEL DO IVAI,412370,2019,1798,15,83.4260289210234,01/01/2019
SANTA IZABEL DO OESTE,412380,2019,2412,11,45.6053067993367,01/01/2019
SANTA LUCIA,412382,2019,762,1,13.1233595800525,01/01/2019
SANTA MARIA DO OESTE,412385,2019,1471,0,0,01/01/2019
SANTA MARIANA,412390,2019,2598,0,0,01/01/2019
SANTA MONICA,412395,2019,513,7,136.4522417154,01/01/2019
SANTANA DO ITARARE,412400,2019,873,1,11.454753722795,01/01/2019
SANTA TEREZA DO OESTE,412402,2019,1281,0,0,01/01/2019
SANTA TEREZINHA DE ITAIPU,412405,2019,3682,1,2.71591526344378,01/01/2019
SANTO ANTONIO DA PLATINA,412410,2019,7416,19,25.6202804746494,01/01/2019
SANTO ANTONIO DO CAIUA,412420,2019,500,3,60,01/01/2019
SANTO ANTONIO DO PARAISO,412430,2019,441,0,0,01/01/2019
SANTO ANTONIO DO SUDOESTE,412440,2019,3286,10,30.4321363359708,01/01/2019
SANTO INACIO,412450,2019,885,0,0,01/01/2019
SAO CARLOS DO IVAI,412460,2019,1059,1,9.44287063267233,01/01/2019
SAO JERONIMO DA SERRA,412470,2019,1791,1,5.58347292015634,01/01/2019
SAO JOAO,412480,2019,2101,1,4.75963826749167,01/01/2019
SAO JOAO DO CAIUA,412490,2019,980,3,30.6122448979592,01/01/2019
SAO JOAO DO IVAI,412500,2019,2274,0,0,01/01/2019
SAO JOAO DO TRIUNFO,412510,2019,1774,0,0,01/01/2019
SAO JORGE D'OESTE,412520,2019,1675,0,0,01/01/2019
SAO JORGE DO IVAI,412530,2019,1203,0,0,01/01/2019
SAO JORGE DO PATROCINIO,412535,2019,1304,7,53.680981595092,01/01/2019
SAO JOSE DA BOA VISTA,412540,2019,1152,2,17.3611111111111,01/01/2019
SAO JOSE DAS PALMEIRAS,412545,2019,607,0,0,01/01/2019
SAO JOSE DOS PINHAIS,412550,2019,32937,554,168.199896772627,01/01/2019
SAO MANOEL DO PARANA,412555,2019,451,16,354.767184035477,01/01/2019
SAO MATEUS DO SUL,412560,2019,5780,74,128.0276816609,01/01/2019
SAO MIGUEL DO IGUACU,412570,2019,4504,50,111.01243339254,01/01/2019
SAO PEDRO DO IGUACU,412575,2019,1220,1,8.19672131147541,01/01/2019
SAO PEDRO DO IVAI,412580,2019,1728,0,0,01/01/2019
SAO PEDRO DO PARANA,412590,2019,447,10,223.713646532439,01/01/2019
SAO SEBASTIAO DA AMOREIRA,412600,2019,1553,0,0,01/01/2019
SAO TOME,412610,2019,888,41,461.711711711712,01/01/2019
SAPOPEMA,412620,2019,988,0,0,01/01/2019
SARANDI,412625,2019,12506,1,0.799616184231569,01/01/2019
SAUDADE DO IGUACU,412627,2019,868,9,103.6866359447,01/01/2019
SENGES,412630,2019,2203,0,0,01/01/2019
SERRANOPOLIS DO IGUACU,412635,2019,1038,19,183.044315992293,01/01/2019
SERTANEJA,412640,2019,1224,0,0,01/01/2019
SERTANOPOLIS,412650,2019,3008,5,16.6223404255319,01/01/2019
SIQUEIRA CAMPOS,412660,2019,3323,4,12.0373156786037,01/01/2019
SULINA,412665,2019,667,2,29.9850074962519,01/01/2019
TAMARANA,412667,2019,1965,6,30.5343511450382,01/01/2019
TAMBOARA,412670,2019,894,1,11.1856823266219,01/01/2019
TAPEJARA,412680,2019,2206,19,86.128739800544,01/01/2019
TAPIRA,412690,2019,1119,7,62.555853440572,01/01/2019
TEIXEIRA SOARES,412700,2019,1586,0,0,01/01/2019
TELEMACO BORBA,412710,2019,9884,9,9.10562525293403,01/01/2019
TERRA BOA,412720,2019,2860,120,419.58041958042,01/01/2019
TERRA RICA,412730,2019,2706,13,48.0413895048041,01/01/2019
TERRA ROXA,412740,2019,3140,0,0,01/01/2019
TIBAGI,412750,2019,2627,11,41.8728587742672,01/01/2019
TIJUCAS DO SUL,412760,2019,2351,20,85.0701829008933,01/01/2019
TOLEDO,412770,2019,19320,5,2.5879917184265,01/01/2019
TOMAZINA,412780,2019,1488,3,20.1612903225806,01/01/2019
TRES BARRAS DO PARANA,412785,2019,1874,0,0,01/01/2019
TUNAS DO PARANA,412788,2019,483,1,20.703933747412,01/01/2019
TUNEIRAS DO OESTE,412790,2019,1354,19,140.324963072378,01/01/2019
TUPASSI,412795,2019,1745,0,0,01/01/2019
TURVO,412796,2019,1855,12,64.6900269541779,01/01/2019
UBIRATA,412800,2019,3950,19,48.1012658227848,01/01/2019
UMUARAMA,412810,2019,18687,209,111.842457323273,01/01/2019
UNIAO DA VITORIA,412820,2019,8352,100,119.731800766284,01/01/2019
UNIFLOR,412830,2019,417,0,0,01/01/2019
URAI,412840,2019,2528,1,3.95569620253165,01/01/2019
WENCESLAU BRAZ,412850,2019,3341,5,14.9655791679138,01/01/2019
VENTANIA,412853,2019,1284,0,0,01/01/2019
VERA CRUZ DO OESTE,412855,2019,1669,2,11.983223487118,01/01/2019
VERE,412860,2019,1451,4,27.5671950379049,01/01/2019
ALTO PARAISO,412862,2019,481,0,0,01/01/2019
DOUTOR ULYSSES,412863,2019,728,1,13.7362637362637,01/01/2019
VIRMOND,412865,2019,673,3,44.5765230312036,01/01/2019
VITORINO,412870,2019,1130,2,17.6991150442478,01/01/2019
XAMBRE,412880,2019,1199,16,133.444537114262,01/01/2019
ABATIA,410010,2020,1463,0,0,01/01/2020
ADRIANOPOLIS,410020,2020,1101,0,0,01/01/2020
AGUDOS DO SUL,410030,2020,1409,0,0,01/01/2020
ALMIRANTE TAMANDARE,410040,2020,12744,9,7.06214689265537,01/01/2020
ALTAMIRA DO PARANA,410045,2020,334,2,59.8802395209581,01/01/2020
ALTONIA,410050,2020,4090,13,31.7848410757946,01/01/2020
ALTO PARANA,410060,2020,2472,0,0,01/01/2020
ALTO PIQUIRI,410070,2020,1802,2,11.0987791342952,01/01/2020
ALVORADA DO SUL,410080,2020,2164,3,13.8632162661738,01/01/2020
AMAPORA,410090,2020,767,1,13.0378096479791,01/01/2020
AMPERE,410100,2020,2918,12,41.1240575736806,01/01/2020
ANAHY,410105,2020,596,0,0,01/01/2020
ANDIRA,410110,2020,3965,1,2.52206809583859,01/01/2020
ANGULO,410115,2020,494,0,0,01/01/2020
ANTONINA,410120,2020,3443,1,2.90444379901249,01/01/2020
ANTONIO OLINTO,410130,2020,1342,0,0,01/01/2020
APUCARANA,410140,2020,23037,13,5.64309588922169,01/01/2020
ARAPONGAS,410150,2020,19404,0,0,01/01/2020
ARAPOTI,410160,2020,3728,0,0,01/01/2020
ARAPUA,410165,2020,718,0,0,01/01/2020
ARARUNA,410170,2020,2509,35,139.49780789159,01/01/2020
ARAUCARIA,410180,2020,15954,2,1.25360411182149,01/01/2020
ARIRANHA DO IVAI,410185,2020,467,0,0,01/01/2020
ASSAI,410190,2020,3054,4,13.0975769482646,01/01/2020
ASSIS CHATEAUBRIAND,410200,2020,6733,1,1.48522204069508,01/01/2020
ASTORGA,410210,2020,5196,1,1.92455735180908,01/01/2020
ATALAIA,410220,2020,847,0,0,01/01/2020
BALSA NOVA,410230,2020,1785,1,5.60224089635854,01/01/2020
BANDEIRANTES,410240,2020,5920,1,1.68918918918919,01/01/2020
BARBOSA FERRAZ,410250,2020,2449,17,69.416088199265,01/01/2020
BARRACAO,410260,2020,1762,0,0,01/01/2020
BARRA DO JACARE,410270,2020,644,0,0,01/01/2020
BELA VISTA DA CAROBA,410275,2020,768,0,0,01/01/2020
BELA VISTA DO PARAISO,410280,2020,3295,2,6.06980273141123,01/01/2020
BITURUNA,410290,2020,2089,11,52.6567735758736,01/01/2020
BOA ESPERANCA,410300,2020,857,20,233.372228704784,01/01/2020
BOA ESPERANCA DO IGUACU,410302,2020,404,0,0,01/01/2020
BOA VENTURA DE SAO ROQUE,410304,2020,819,8,97.6800976800977,01/01/2020
BOA VISTA DA APARECIDA,410305,2020,1489,1,6.71591672263264,01/01/2020
BOCAIUVA DO SUL,410310,2020,1616,0,0,01/01/2020
BOM JESUS DO SUL,410315,2020,844,2,23.696682464455,01/01/2020
BOM SUCESSO,410320,2020,1108,0,0,01/01/2020
BOM SUCESSO DO SUL,410322,2020,654,6,91.743119266055,01/01/2020
BORRAZOPOLIS,410330,2020,1538,0,0,01/01/2020
BRAGANEY,410335,2020,967,0,0,01/01/2020
BRASILANDIA DO SUL,410337,2020,528,2,37.8787878787879,01/01/2020
CAFEARA,410340,2020,458,0,0,01/01/2020
CAFELANDIA,410345,2020,2270,0,0,01/01/2020
CAFEZAL DO SUL,410347,2020,857,4,46.6744457409568,01/01/2020
CALIFORNIA,410350,2020,1552,0,0,01/01/2020
CAMBARA,410360,2020,4741,8,16.8740771989032,01/01/2020
CAMBE,410370,2020,17971,91,50.6371376105949,01/01/2020
CAMBIRA,410380,2020,1509,1,6.62690523525514,01/01/2020
CAMPINA DA LAGOA,410390,2020,2798,33,117.941386704789,01/01/2020
CAMPINA DO SIMAO,410395,2020,540,3,55.5555555555556,01/01/2020
CAMPINA GRANDE DO SUL,410400,2020,5042,2,3.96667988893296,01/01/2020
CAMPO BONITO,410405,2020,624,0,0,01/01/2020
CAMPO DO TENENTE,410410,2020,929,0,0,01/01/2020
CAMPO LARGO,410420,2020,17183,2,1.16394110458011,01/01/2020
CAMPO MAGRO,410425,2020,3462,2,5.77700751010976,01/01/2020
CAMPO MOURAO,410430,2020,15269,476,311.742746741764,01/01/2020
CANDIDO DE ABREU,410440,2020,2456,0,0,01/01/2020
CANDOI,410442,2020,2062,9,43.64694471387,01/01/2020
CANTAGALO,410445,2020,1899,7,36.8615060558189,01/01/2020
CAPANEMA,410450,2020,3677,3,8.1588251291814,01/01/2020
CAPITAO LEONIDAS MARQUES,410460,2020,2779,0,0,01/01/2020
CARAMBEI,410465,2020,2321,0,0,01/01/2020
CARLOPOLIS,410470,2020,2577,0,0,01/01/2020
CASCAVEL,410480,2020,45167,16,3.54240928111232,01/01/2020
CASTRO,410490,2020,8885,0,0,01/01/2020
CATANDUVAS,410500,2020,1526,0,0,01/01/2020
CENTENARIO DO SUL,410510,2020,1987,3,15.0981378963261,01/01/2020
CERRO AZUL,410520,2020,2468,1,4.05186385737439,01/01/2020
CEU AZUL,410530,2020,2059,1,4.85672656629432,01/01/2020
CHOPINZINHO,410540,2020,3446,2,5.80383052814858,01/01/2020
CIANORTE,410550,2020,12301,649,527.599382164052,01/01/2020
CIDADE GAUCHA,410560,2020,1782,7,39.2817059483726,01/01/2020
CLEVELANDIA,410570,2020,2907,1,3.43997248022016,01/01/2020
COLOMBO,410580,2020,27181,16,5.88646480997756,01/01/2020
COLORADO,410590,2020,4721,0,0,01/01/2020
CONGONHINHAS,410600,2020,1563,0,0,01/01/2020
CONSELHEIRO MAIRINCK,410610,2020,694,0,0,01/01/2020
CONTENDA,410620,2020,2564,2,7.8003120124805,01/01/2020
CORBELIA,410630,2020,2935,0,0,01/01/2020
CORNELIO PROCOPIO,410640,2020,9931,3,3.02084382237438,01/01/2020
CORONEL DOMINGOS SOARES,410645,2020,803,0,0,01/01/2020
CORONEL VIVIDA,410650,2020,4035,0,0,01/01/2020
CORUMBATAI DO SUL,410655,2020,678,32,471.976401179941,01/01/2020
CRUZEIRO DO IGUACU,410657,2020,740,0,0,01/01/2020
CRUZEIRO DO OESTE,410660,2020,3998,26,65.0325162581291,01/01/2020
CRUZEIRO DO SUL,410670,2020,807,0,0,01/01/2020
CRUZ MACHADO,410680,2020,2606,7,26.8610897927859,01/01/2020
CRUZMALTINA,410685,2020,565,0,0,01/01/2020
CURITIBA,410690,2020,318660,534,16.7576727546601,01/01/2020
CURIUVA,410700,2020,2296,0,0,01/01/2020
DIAMANTE DO NORTE,410710,2020,1103,4,36.2647325475975,01/01/2020
DIAMANTE DO SUL,410712,2020,441,0,0,01/01/2020
DIAMANTE D'OESTE,410715,2020,865,0,0,01/01/2020
DOIS VIZINHOS,410720,2020,6038,15,24.8426631334879,01/01/2020
DOURADINA,410725,2020,1368,6,43.859649122807,01/01/2020
DOUTOR CAMARGO,410730,2020,1396,0,0,01/01/2020
ENEAS MARQUES,410740,2020,1068,12,112.359550561798,01/01/2020
ENGENHEIRO BELTRAO,410750,2020,2540,27,106.299212598425,01/01/2020
ESPERANCA NOVA,410752,2020,389,8,205.655526992288,01/01/2020
ENTRE RIOS DO OESTE,410753,2020,816,0,0,01/01/2020
ESPIGAO ALTO DO IGUACU,410754,2020,804,1,12.4378109452736,01/01/2020
FAROL,410755,2020,565,16,283.185840707965,01/01/2020
FAXINAL,410760,2020,2962,0,0,01/01/2020
FAZENDA RIO GRANDE,410765,2020,9844,4,4.06338886631451,01/01/2020
FENIX,410770,2020,978,16,163.59918200409,01/01/2020
FERNANDES PINHEIRO,410773,2020,764,0,0,01/01/2020
FIGUEIRA,410775,2020,1518,0,0,01/01/2020
FLORAI,410780,2020,1174,0,0,01/01/2020
FLOR DA SERRA DO SUL,410785,2020,833,1,12.0048019207683,01/01/2020
FLORESTA,410790,2020,1196,0,0,01/01/2020
FLORESTOPOLIS,410800,2020,1680,0,0,01/01/2020
FLORIDA,410810,2020,496,0,0,01/01/2020
FORMOSA DO OESTE,410820,2020,1644,0,0,01/01/2020
FOZ DO IGUACU,410830,2020,35994,518,143.91287436795,01/01/2020
FRANCISCO ALVES,410832,2020,1317,11,83.5231586940015,01/01/2020
FRANCISCO BELTRAO,410840,2020,13441,38,28.2717059742579,01/01/2020
FOZ DO JORDAO,410845,2020,680,2,29.4117647058824,01/01/2020
GENERAL CARNEIRO,410850,2020,1738,6,34.5224395857307,01/01/2020
GODOY MOREIRA,410855,2020,697,0,0,01/01/2020
GOIOERE,410860,2020,5473,53,96.8390279554175,01/01/2020
GOIOXIM,410865,2020,1004,4,39.8406374501992,01/01/2020
GRANDES RIOS,410870,2020,1051,0,0,01/01/2020
GUAIRA,410880,2020,5280,0,0,01/01/2020
GUAIRACA,410890,2020,1127,3,26.6193433895297,01/01/2020
GUAMIRANGA,410895,2020,1165,0,0,01/01/2020
GUAPIRAMA,410900,2020,646,1,15.4798761609907,01/01/2020
GUAPOREMA,410910,2020,430,12,279.06976744186,01/01/2020
GUARACI,410920,2020,988,0,0,01/01/2020
GUARANIACU,410930,2020,2370,1,4.21940928270042,01/01/2020
GUARAPUAVA,410940,2020,24470,179,73.1507968941561,01/01/2020
GUARAQUECABA,410950,2020,1160,0,0,01/01/2020
GUARATUBA,410960,2020,6438,1,1.55327741534638,01/01/2020
HONORIO SERPA,410965,2020,825,3,36.3636363636364,01/01/2020
IBAITI,410970,2020,4876,4,8.20344544708778,01/01/2020
IBEMA,410975,2020,1018,0,0,01/01/2020
IBIPORA,410980,2020,9465,11,11.62176439514,01/01/2020
ICARAIMA,410990,2020,1682,5,29.7265160523187,01/01/2020
IGUARACU,411000,2020,677,0,0,01/01/2020
IGUATU,411005,2020,435,1,22.9885057471264,01/01/2020
IMBAU,411007,2020,1647,1,6.07164541590771,01/01/2020
IMBITUVA,411010,2020,3953,1,2.52972426005565,01/01/2020
INACIO MARTINS,411020,2020,1306,0,0,01/01/2020
INAJA,411030,2020,547,0,0,01/01/2020
INDIANOPOLIS,411040,2020,912,11,120.614035087719,01/01/2020
IPIRANGA,411050,2020,1849,0,0,01/01/2020
IPORA,411060,2020,3000,8,26.6666666666667,01/01/2020
IRACEMA DO OESTE,411065,2020,446,0,0,01/01/2020
IRATI,411070,2020,9263,0,0,01/01/2020
IRETAMA,411080,2020,1889,9,47.6442562202223,01/01/2020
ITAGUAJE,411090,2020,779,0,0,01/01/2020
ITAIPULANDIA,411095,2020,1923,42,218.408736349454,01/01/2020
ITAMBARACA,411100,2020,1372,1,7.28862973760933,01/01/2020
ITAMBE,411110,2020,1098,0,0,01/01/2020
ITAPEJARA D'OESTE,411120,2020,2146,1,4.65983224603914,01/01/2020
ITAPERUCU,411125,2020,2540,0,0,01/01/2020
ITAUNA DO SUL,411130,2020,548,2,36.4963503649635,01/01/2020
IVAI,411140,2020,1820,0,0,01/01/2020
IVAIPORA,411150,2020,6322,0,0,01/01/2020
IVATE,411155,2020,1277,6,46.9851213782302,01/01/2020
IVATUBA,411160,2020,580,0,0,01/01/2020
JABOTI,411170,2020,977,0,0,01/01/2020
JACAREZINHO,411180,2020,6529,31,47.4804717414612,01/01/2020
JAGUAPITA,411190,2020,2307,6,26.0078023407022,01/01/2020
JAGUARIAIVA,411200,2020,4199,0,0,01/01/2020
JANDAIA DO SUL,411210,2020,4293,0,0,01/01/2020
JANIOPOLIS,411220,2020,1213,11,90.684253915911,01/01/2020
JAPIRA,411230,2020,944,1,10.593220338983,01/01/2020
JAPURA,411240,2020,1955,36,184.143222506394,01/01/2020
JARDIM ALEGRE,411250,2020,2461,1,4.06338886631451,01/01/2020
JARDIM OLINDA,411260,2020,215,0,0,01/01/2020
